,0
241,"[[ 0.000000e+00  0.000000e+00 -2.233562e+00 ...  5.377325e+00
   4.644608e-01 -4.531105e+00]
 [ 1.000000e+00  1.000000e-02 -1.250856e+00 ...  3.622841e+00
  -1.321207e+00 -4.727661e+00]
 [ 2.000000e+00  2.000000e-02 -1.395946e+00 ...  2.907155e+00
  -2.478906e+00 -4.503670e+00]
 ...
 [ 9.300000e+01  9.300000e-01  8.057835e+00 ... -1.215230e+00
  -3.953291e+00 -4.163437e+00]
 [ 9.400000e+01  9.400000e-01  8.608963e+00 ... -3.024498e+00
  -4.755042e+00 -4.787239e+00]
 [ 9.500000e+01  9.500000e-01  9.529504e+00 ... -5.218158e+00
  -5.738834e+00 -5.686592e+00]]"
242,"[[ 0.000000e+00  0.000000e+00  3.044305e-01 ... -5.640409e+00
   5.160996e+00  2.899323e+00]
 [ 1.000000e+00  1.000000e-02 -4.045391e-02 ... -1.775960e+00
   4.093017e+00  2.979660e+00]
 [ 2.000000e+00  2.000000e-02  5.495520e-01 ...  1.460835e+00
   4.598680e+00  2.540939e+00]
 ...
 [ 9.300000e+01  9.300000e-01  3.166370e+00 ... -3.467260e+00
   8.205822e-01  5.349609e+00]
 [ 9.400000e+01  9.400000e-01  2.287255e+00 ... -3.324897e+00
   1.729490e-01  5.817390e+00]
 [ 9.500000e+01  9.500000e-01  1.748287e+00 ... -3.095431e+00
   1.444270e+00  6.219612e+00]]"
243,"[[ 0.000000e+00  0.000000e+00 -5.392781e+00 ...  3.953937e+00
   3.910968e+00 -2.104808e+01]
 [ 1.000000e+00  1.000000e-02 -2.835129e+00 ...  7.804232e+00
   3.554141e+00 -2.088953e+01]
 [ 2.000000e+00  2.000000e-02  3.321001e+00 ...  1.118591e+01
   1.344035e+00 -1.302512e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -4.041562e+00 ... -4.433424e+00
   2.432932e+00  9.108597e+00]
 [ 9.400000e+01  9.400000e-01 -3.352662e+00 ... -1.294720e-02
   9.007202e+00  8.920593e+00]
 [ 9.500000e+01  9.500000e-01 -2.134154e+00 ...  1.744760e+00
   1.467577e+01  9.245674e+00]]"
244,"[[ 0.000000e+00  0.000000e+00 -2.970381e+00 ...  4.364533e-01
  -2.859035e+00 -2.578673e+01]
 [ 1.000000e+00  1.000000e-02  5.292416e-02 ...  7.507963e-01
  -5.354405e+00 -2.160715e+01]
 [ 2.000000e+00  2.000000e-02  4.411850e+00 ... -1.466517e-01
  -6.466507e+00 -1.548230e+01]
 ...
 [ 9.300000e+01  9.300000e-01  7.155166e-01 ...  2.274449e+00
   4.641249e+00  2.286301e+00]
 [ 9.400000e+01  9.400000e-01  1.814799e+00 ...  4.743671e-02
  -6.811612e-01  6.558685e-01]
 [ 9.500000e+01  9.500000e-01  1.843300e+00 ... -1.597153e+00
  -3.777920e+00 -9.506226e-03]]"
245,"[[ 0.000000e+00  0.000000e+00 -2.113233e+01 ...  1.277608e+01
   3.989566e+00 -3.828125e-01]
 [ 1.000000e+00  1.000000e-02 -2.142974e+01 ...  1.433173e+01
   6.390953e+00 -2.359009e-01]
 [ 2.000000e+00  2.000000e-02 -2.066895e+01 ...  1.586581e+01
   4.933187e+00 -2.482224e-01]
 ...
 [ 9.300000e+01  9.300000e-01  9.309129e+00 ... -1.100230e+01
   6.724712e+00 -1.075094e+01]
 [ 9.400000e+01  9.400000e-01  1.042794e+01 ... -4.003394e+00
   3.645265e+00 -1.403858e+01]
 [ 9.500000e+01  9.500000e-01  1.136872e+01 ... -1.170257e+01
   3.423233e-01 -1.620314e+01]]"
246,"[[ 0.000000e+00  0.000000e+00  6.886962e+00 ...  7.980130e+00
   7.049718e+00 -1.509496e+01]
 [ 1.000000e+00  1.000000e-02  8.714572e+00 ...  9.543921e+00
   7.274475e+00 -1.244884e+01]
 [ 2.000000e+00  2.000000e-02  1.007291e+01 ...  9.328019e+00
   7.383452e+00 -9.970253e+00]
 ...
 [ 9.300000e+01  9.300000e-01  4.460114e+00 ... -6.983414e+00
  -6.098370e+00  3.816727e+00]
 [ 9.400000e+01  9.400000e-01  2.317472e+00 ... -8.981870e+00
  -7.576806e+00  3.903938e+00]
 [ 9.500000e+01  9.500000e-01  1.228472e+00 ... -1.073611e+01
  -1.000500e+01  4.155563e+00]]"
247,"[[ 0.000000e+00  0.000000e+00  6.623287e+00 ... -2.070140e+00
   2.811068e+00  1.727203e+00]
 [ 1.000000e+00  1.000000e-02  5.319793e+00 ... -1.028993e+00
   7.804430e+00 -9.750519e-01]
 [ 2.000000e+00  2.000000e-02  3.122116e+00 ...  2.932230e-01
   1.788869e+01 -3.685890e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.011931e+00 ... -1.410482e+00
   9.019564e+00 -8.409958e-01]
 [ 9.400000e+01  9.400000e-01  1.498420e+00 ... -5.968953e-01
   6.585622e+00 -2.003708e+00]
 [ 9.500000e+01  9.500000e-01  2.370768e+00 ...  2.569832e+00
   5.800194e+00 -3.062111e+00]]"
248,"[[ 0.000000e+00  0.000000e+00  2.455335e+00 ...  6.357675e+00
   4.291151e+00 -1.940267e+01]
 [ 1.000000e+00  1.000000e-02 -3.188270e+00 ...  4.887857e+00
  -1.081905e-01 -2.075581e+01]
 [ 2.000000e+00  2.000000e-02  8.543878e-01 ...  2.541484e+00
  -8.309265e+00 -1.273311e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -2.127430e+00 ...  4.247934e-01
   1.149311e+00  4.747864e+00]
 [ 9.400000e+01  9.400000e-01 -8.644695e-01 ... -1.062146e+00
   3.032797e+00  4.219307e+00]
 [ 9.500000e+01  9.500000e-01  7.334619e-01 ... -5.238787e+00
   5.047341e+00  3.279320e+00]]"
249,"[[ 0.000000e+00  0.000000e+00 -6.989383e+00 ...  2.677687e+00
  -4.747829e-01 -1.460760e+01]
 [ 1.000000e+00  1.000000e-02 -7.078924e+00 ...  3.656626e+00
   1.087091e+00 -1.536234e+01]
 [ 2.000000e+00  2.000000e-02 -5.152548e+00 ...  1.804030e+00
  -1.171591e+00 -1.403114e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -4.467565e+00 ... -8.808362e-01
  -1.227935e+00 -1.483778e+01]
 [ 9.400000e+01  9.400000e-01 -5.781264e+00 ...  8.942652e-02
  -7.087659e-01 -1.536848e+01]
 [ 9.500000e+01  9.500000e-01 -5.593868e+00 ...  2.936915e+00
  -1.977581e+00 -1.521619e+01]]"
250,"[[ 0.000000e+00  0.000000e+00 -1.808204e+00 ... -2.423120e-01
  -6.587221e+00  2.946259e+00]
 [ 1.000000e+00  1.000000e-02  6.121998e-01 ... -4.528613e-01
  -6.058318e+00  2.168396e+00]
 [ 2.000000e+00  2.000000e-02  1.016191e+00 ... -1.666243e+00
  -6.082719e+00  1.646828e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -4.373472e+00 ... -9.211914e+00
  -5.395183e+00  5.965759e+00]
 [ 9.400000e+01  9.400000e-01 -2.206429e+00 ... -1.100100e+01
  -7.639159e+00  4.998695e+00]
 [ 9.500000e+01  9.500000e-01  3.937340e-01 ... -1.132128e+01
  -1.023584e+01  3.881699e+00]]"
251,"[[ 0.000000e+00  0.000000e+00  6.806405e+00 ...  6.619816e-01
   1.014371e+01 -1.990715e+00]
 [ 1.000000e+00  1.000000e-02  6.876278e+00 ... -1.191755e+00
   5.505011e+00 -4.784851e-01]
 [ 2.000000e+00  2.000000e-02  6.977518e+00 ... -5.089435e+00
   2.858218e+00  2.085846e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -5.529317e+00 ...  3.440180e+00
   3.131268e+00 -8.289146e+00]
 [ 9.400000e+01  9.400000e-01 -7.850478e+00 ...  4.188128e+00
   3.584512e+00 -7.818016e+00]
 [ 9.500000e+01  9.500000e-01 -7.210860e+00 ...  4.858801e+00
   3.865373e+00 -6.842873e+00]]"
252,"[[ 0.000000e+00  0.000000e+00 -2.041864e+00 ...  2.513241e+00
   2.847379e+00  3.909187e+00]
 [ 1.000000e+00  1.000000e-02  5.098882e-01 ...  1.879923e+00
   1.769224e+00  1.074448e-01]
 [ 2.000000e+00  2.000000e-02  1.219900e-01 ... -2.353615e+00
   3.108353e+00 -3.972420e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -4.569932e+00 ...  3.213385e+00
  -8.216619e-01 -7.167053e+00]
 [ 9.400000e+01  9.400000e-01 -5.029654e+00 ...  3.053993e+00
  -2.119475e+00 -6.539154e+00]
 [ 9.500000e+01  9.500000e-01 -2.701810e+00 ...  4.835116e+00
  -1.597276e+00 -6.942841e+00]]"
253,"[[ 0.000000e+00  0.000000e+00 -1.724219e+00 ... -1.209623e+01
  -5.674415e-01 -1.564049e+00]
 [ 1.000000e+00  1.000000e-02 -2.904386e+00 ... -8.059053e+00
   1.122113e+00 -5.158707e+00]
 [ 2.000000e+00  2.000000e-02 -2.216062e+00 ... -8.583971e+00
   1.250554e+00 -9.568031e+00]
 ...
 [ 9.300000e+01  9.300000e-01  5.191412e+00 ... -3.404381e+00
  -3.283192e+00  5.685226e+00]
 [ 9.400000e+01  9.400000e-01  4.939857e+00 ... -3.793727e+00
  -2.413908e+00  5.735214e+00]
 [ 9.500000e+01  9.500000e-01  3.558528e+00 ... -5.461099e+00
  -3.334883e+00  5.207321e+00]]"
254,"[[ 0.000000e+00  0.000000e+00 -6.446476e+00 ... -1.377001e+00
  -4.408722e+00  2.631836e-01]
 [ 1.000000e+00  1.000000e-02 -6.700281e+00 ... -2.435369e-01
  -1.824036e+00 -2.566452e-01]
 [ 2.000000e+00  2.000000e-02 -2.649244e+00 ...  3.781815e+00
   5.963459e+00  7.070770e-01]
 ...
 [ 9.300000e+01  9.300000e-01  4.902363e-02 ... -5.480641e+00
   4.793116e+00  4.475754e+00]
 [ 9.400000e+01  9.400000e-01 -1.001823e+00 ... -6.297621e+00
   4.024438e+00  4.550888e+00]
 [ 9.500000e+01  9.500000e-01 -2.135242e+00 ... -6.658617e+00
   1.433365e+00  4.465363e+00]]"
255,"[[ 0.000000e+00  0.000000e+00 -2.108049e+00 ... -3.008606e+00
  -3.797985e+00  5.128334e+00]
 [ 1.000000e+00  1.000000e-02 -1.552798e+00 ... -6.581166e+00
  -5.948287e+00  5.504181e+00]
 [ 2.000000e+00  2.000000e-02 -4.573193e-01 ... -8.091440e+00
  -8.817749e+00  3.606361e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -2.598199e+00 ... -1.485462e+00
  -6.661916e+00  2.194420e+00]
 [ 9.400000e+01  9.400000e-01 -3.500930e+00 ... -2.117133e+00
  -4.293459e+00  3.456947e+00]
 [ 9.500000e+01  9.500000e-01 -3.751494e+00 ... -4.977472e+00
  -4.663744e+00  4.719460e+00]]"
256,"[[ 0.000000e+00  0.000000e+00  5.253634e+00 ... -5.703280e+00
  -4.044662e+00 -9.488190e+00]
 [ 1.000000e+00  1.000000e-02  7.366032e+00 ... -6.824204e+00
  -2.558421e+00 -8.604935e+00]
 [ 2.000000e+00  2.000000e-02  9.786283e+00 ... -8.777785e+00
  -1.552037e+00 -6.978127e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -2.226142e+01 ...  3.095743e+00
   3.347436e+00 -6.092224e-01]
 [ 9.400000e+01  9.400000e-01 -2.254021e+01 ... -1.129146e+00
  -8.815556e-01 -2.507935e-01]
 [ 9.500000e+01  9.500000e-01 -2.300723e+01 ... -1.320797e+00
  -1.643940e+00  3.012772e-01]]"
257,"[[ 0.000000e+00  0.000000e+00  1.186718e+01 ...  3.857380e+00
  -4.016018e-01 -4.448280e+00]
 [ 1.000000e+00  1.000000e-02  1.045504e+01 ...  5.346854e+00
  -6.437294e-01 -2.229317e+00]
 [ 2.000000e+00  2.000000e-02  9.510814e+00 ...  3.805102e+00
  -1.624862e+00 -1.077354e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -8.434368e+00 ...  3.448070e+00
  -2.161463e+00 -5.798172e+00]
 [ 9.400000e+01  9.400000e-01 -4.286304e+00 ...  2.268626e+00
  -3.657116e+00 -5.294365e+00]
 [ 9.500000e+01  9.500000e-01  4.159010e+00 ... -2.647561e+00
  -5.578221e+00 -1.819496e+00]]"
258,"[[ 0.000000e+00  0.000000e+00 -6.850835e+00 ... -4.579026e+00
  -4.874203e+00 -5.699158e-02]
 [ 1.000000e+00  1.000000e-02 -6.965747e+00 ... -3.355101e+00
  -3.793864e+00  5.198898e-01]
 [ 2.000000e+00  2.000000e-02 -8.310534e+00 ... -3.257025e+00
  -3.208780e+00  6.904221e-01]
 ...
 [ 9.300000e+01  9.300000e-01  1.070106e+01 ... -6.416567e+00
   6.344960e-01 -2.262894e+00]
 [ 9.400000e+01  9.400000e-01  1.028138e+01 ... -5.782982e+00
  -7.438447e-01 -3.026688e+00]
 [ 9.500000e+01  9.500000e-01  9.965361e+00 ... -4.813125e+00
  -2.945126e+00 -4.103683e+00]]"
259,"[[ 0.000000e+00  0.000000e+00 -8.993622e+00 ...  1.096233e+01
   2.561057e-01 -1.713726e+01]
 [ 1.000000e+00  1.000000e-02 -8.293824e+00 ...  7.704033e+00
  -9.021071e-01 -1.753132e+01]
 [ 2.000000e+00  2.000000e-02 -5.228787e+00 ...  5.838954e+00
  -1.151487e+00 -1.415699e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -2.662328e+00 ... -1.794851e+00
  -3.866586e+00 -1.199677e+00]
 [ 9.400000e+01  9.400000e-01 -1.884725e+00 ... -9.322681e-01
  -4.795975e+00 -1.495049e+00]
 [ 9.500000e+01  9.500000e-01 -9.504657e-01 ...  2.300894e+00
  -7.139356e+00 -1.823235e+00]]"
260,"[[ 0.000000e+00  0.000000e+00 -1.051681e+01 ...  6.412311e+00
   4.379462e+00 -4.813957e+00]
 [ 1.000000e+00  1.000000e-02 -9.660285e+00 ...  4.290859e+00
   1.609300e+00 -2.388557e+00]
 [ 2.000000e+00  2.000000e-02 -1.027090e+01 ...  3.014007e+00
  -2.617521e+00 -2.724609e-01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.786180e+00 ...  1.465102e+01
   2.065533e+01  4.624397e+00]
 [ 9.400000e+01  9.400000e-01 -2.631730e+00 ...  1.124978e+01
   1.517381e+01  6.582649e+00]
 [ 9.500000e+01  9.500000e-01 -5.205735e+00 ...  1.070910e+01
   1.355481e+01  6.146820e+00]]"
261,"[[ 0.000000e+00  0.000000e+00 -2.407458e+00 ... -1.810491e-01
   1.228121e+01  2.995895e+00]
 [ 1.000000e+00  1.000000e-02 -3.251316e+00 ... -1.363339e+00
   9.134777e+00  6.880981e+00]
 [ 2.000000e+00  2.000000e-02 -5.085918e+00 ... -5.791655e-01
   6.491804e+00  8.106773e+00]
 ...
 [ 9.300000e+01  9.300000e-01  2.867375e+00 ...  1.005446e+01
  -2.293376e+00 -3.002441e+00]
 [ 9.400000e+01  9.400000e-01  1.773724e+00 ...  9.564348e+00
  -2.514193e+00 -2.555969e+00]
 [ 9.500000e+01  9.500000e-01 -2.898394e-01 ...  5.904089e+00
   6.200647e-02 -3.956680e-01]]"
262,"[[ 0.000000e+00  0.000000e+00 -1.652758e+01 ...  3.206212e+00
   9.940524e-01 -7.005745e+00]
 [ 1.000000e+00  1.000000e-02 -2.101595e+01 ...  3.930718e+00
   2.133889e-01 -7.084518e+00]
 [ 2.000000e+00  2.000000e-02 -1.901945e+01 ...  5.182436e+00
   2.738220e+00 -3.389069e+00]
 ...
 [ 9.300000e+01  9.300000e-01  6.021750e+00 ... -7.212394e+00
  -2.916478e+00 -1.263107e+00]
 [ 9.400000e+01  9.400000e-01  6.307121e+00 ... -6.742196e+00
   1.177593e+00 -9.711227e-01]
 [ 9.500000e+01  9.500000e-01  6.348399e+00 ... -4.763629e+00
   3.216107e+00 -6.286850e-01]]"
263,"[[ 0.000000e+00  0.000000e+00  4.006532e+00 ... -4.139449e+00
  -1.553674e+00 -1.598717e+00]
 [ 1.000000e+00  1.000000e-02  3.987525e+00 ... -2.442977e+00
  -2.616638e+00 -1.450378e+00]
 [ 2.000000e+00  2.000000e-02  2.731807e+00 ... -9.683323e-01
  -3.849987e+00 -1.127586e+00]
 ...
 [ 9.300000e+01  9.300000e-01  3.806982e+00 ... -6.036878e+00
   9.582330e-01  2.617188e+00]
 [ 9.400000e+01  9.400000e-01  3.471679e+00 ... -4.459996e+00
   1.185336e+00  2.783554e+00]
 [ 9.500000e+01  9.500000e-01  3.334019e+00 ... -3.880442e+00
   4.928036e-01  3.126602e+00]]"
264,"[[ 0.000000e+00  0.000000e+00  6.133975e+00 ...  1.508473e+00
  -2.486258e-01 -1.554031e-01]
 [ 1.000000e+00  1.000000e-02  5.754092e+00 ... -2.156224e+00
  -8.953466e-01 -1.680267e+00]
 [ 2.000000e+00  2.000000e-02  2.149786e+00 ...  1.536903e-01
  -1.699231e+00 -2.595566e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.066594e+01 ... -1.054960e+01
  -3.961871e+00 -2.305168e+00]
 [ 9.400000e+01  9.400000e-01  1.100846e+01 ... -1.330343e+01
  -5.509451e+00 -3.398773e+00]
 [ 9.500000e+01  9.500000e-01  1.137944e+01 ... -1.401229e+01
  -7.877252e+00 -4.907089e+00]]"
265,"[[ 0.000000e+00  0.000000e+00 -1.230602e+00 ...  1.942625e-01
   3.841130e+00  2.562035e+00]
 [ 1.000000e+00  1.000000e-02  7.293415e-02 ... -1.906489e+00
   6.942962e+00 -2.801361e-01]
 [ 2.000000e+00  2.000000e-02  1.955945e+00 ... -2.587989e+00
   7.451428e+00 -4.987282e+00]
 ...
 [ 9.300000e+01  9.300000e-01  4.824653e+00 ...  8.025534e+00
   2.587800e+00 -4.112602e+00]
 [ 9.400000e+01  9.400000e-01  3.197635e+00 ...  1.309507e+01
   5.299699e+00 -3.291023e+00]
 [ 9.500000e+01  9.500000e-01  1.549299e+00 ...  1.176487e+01
   3.411115e+00 -2.258514e+00]]"
266,"[[ 0.000000e+00  0.000000e+00  4.098128e+00 ... -9.345730e+00
   3.442174e+00 -2.611023e+00]
 [ 1.000000e+00  1.000000e-02  5.139446e+00 ... -4.200971e+00
   2.647621e+00 -3.816772e+00]
 [ 2.000000e+00  2.000000e-02  4.605106e+00 ... -3.185680e+00
   3.788068e+00 -4.766045e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.973834e+00 ...  3.167919e+00
   2.032727e+00  3.639679e-01]
 [ 9.400000e+01  9.400000e-01 -1.967395e+00 ...  2.270446e+00
   4.992230e+00 -5.436707e-01]
 [ 9.500000e+01  9.500000e-01 -2.586451e+00 ...  6.336001e-01
   4.561452e+00 -1.222755e+00]]"
267,"[[ 0.000000e+00  0.000000e+00  1.176636e+01 ... -6.990557e-01
   4.893701e+00 -1.122495e+01]
 [ 1.000000e+00  1.000000e-02  1.375976e+01 ... -1.894554e+00
   6.510464e+00 -7.874313e+00]
 [ 2.000000e+00  2.000000e-02  1.166918e+01 ... -7.572334e+00
   3.200560e+00 -5.901062e+00]
 ...
 [ 9.300000e+01  9.300000e-01  4.943099e-01 ... -2.459934e+00
   1.003516e+00  5.155518e+00]
 [ 9.400000e+01  9.400000e-01  2.807474e-02 ... -1.216841e+00
   3.623794e+00  4.831787e+00]
 [ 9.500000e+01  9.500000e-01 -8.639197e-01 ... -3.322753e+00
   2.974586e+00  4.798668e+00]]"
268,"[[ 0.000000e+00  0.000000e+00 -2.663944e+01 ...  9.302449e-01
   2.081531e+00 -1.074899e+01]
 [ 1.000000e+00  1.000000e-02 -2.428962e+01 ...  2.158893e+00
   1.159532e+00 -8.950684e+00]
 [ 2.000000e+00  2.000000e-02 -2.405968e+01 ...  2.069992e+00
   2.959430e+00 -7.368996e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.811576e+00 ...  2.944274e+00
   1.104824e+00  5.362709e+00]
 [ 9.400000e+01  9.400000e-01  2.581703e+00 ...  4.887089e+00
   2.907041e+00  3.555191e+00]
 [ 9.500000e+01  9.500000e-01  2.881861e+00 ...  3.489084e+00
   1.873947e+00  4.617157e-01]]"
269,"[[ 0.000000e+00  0.000000e+00 -1.171119e+01 ...  1.176594e+01
   5.618257e+00 -4.951393e+00]
 [ 1.000000e+00  1.000000e-02 -1.289175e+01 ...  1.184443e+01
   4.217550e+00 -5.505959e+00]
 [ 2.000000e+00  2.000000e-02 -1.253101e+01 ...  1.031838e+01
   4.095166e+00 -4.793030e+00]
 ...
 [ 9.300000e+01  9.300000e-01  9.359427e+00 ... -6.378159e+00
   3.612230e+00 -3.790787e+00]
 [ 9.400000e+01  9.400000e-01  8.355133e+00 ... -1.065431e+00
  -8.690681e-01 -4.943176e+00]
 [ 9.500000e+01  9.500000e-01  7.407102e+00 ... -8.392727e-01
  -5.221718e+00 -5.456749e+00]]"
270,"[[ 0.000000e+00  0.000000e+00  7.292171e+00 ... -1.021695e+01
   3.716316e-01  7.757492e+00]
 [ 1.000000e+00  1.000000e-02  8.695885e+00 ... -9.901489e+00
   7.827435e-01  5.514412e+00]
 [ 2.000000e+00  2.000000e-02  8.544424e+00 ... -1.126750e+01
   3.302784e-01  2.521034e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -3.042424e+00 ...  1.153605e+00
   3.868618e+00 -1.811611e+01]
 [ 9.400000e+01  9.400000e-01 -2.539302e+00 ... -3.746891e-01
   1.725635e+00 -1.778740e+01]
 [ 9.500000e+01  9.500000e-01 -2.506938e+00 ... -1.849613e+00
   2.079821e+00 -1.688203e+01]]"
271,"[[ 0.000000e+00  0.000000e+00  3.671905e+00 ...  6.332860e+00
   2.091221e+00 -3.081161e+00]
 [ 1.000000e+00  1.000000e-02 -4.984875e-01 ...  1.507398e+00
   3.495255e+00 -2.330643e+00]
 [ 2.000000e+00  2.000000e-02 -2.431759e+00 ... -2.244122e+00
   4.067873e+00 -1.729973e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -2.947115e+00 ... -2.633815e+00
   5.946445e+00 -1.226265e+00]
 [ 9.400000e+01  9.400000e-01  1.299664e+00 ... -1.510520e+00
   7.980668e+00 -4.378578e+00]
 [ 9.500000e+01  9.500000e-01  7.936060e+00 ... -2.344611e+00
   2.780692e+00 -3.256798e+00]]"
272,"[[ 0.000000e+00  0.000000e+00  7.774353e-03 ...  8.114321e+00
   1.007723e+00  6.295555e+00]
 [ 1.000000e+00  1.000000e-02  7.148085e-01 ...  6.868451e+00
   5.073613e-01  5.675041e+00]
 [ 2.000000e+00  2.000000e-02  9.669781e-01 ...  6.123447e+00
   8.514578e-01  4.438042e+00]
 ...
 [ 9.300000e+01  9.300000e-01  9.389858e+00 ... -1.056936e+01
   3.747919e+00 -3.051003e+00]
 [ 9.400000e+01  9.400000e-01  9.072830e+00 ... -1.145856e+01
   4.052641e+00 -3.105827e+00]
 [ 9.500000e+01  9.500000e-01  8.331711e+00 ... -1.136825e+01
   4.621803e+00 -3.328842e+00]]"
273,"[[ 0.000000e+00  0.000000e+00  3.389997e+00 ...  1.344856e+01
   5.612004e+00 -1.513851e+01]
 [ 1.000000e+00  1.000000e-02  1.125433e+00 ...  1.478522e+01
   1.870655e+00 -1.371564e+01]
 [ 2.000000e+00  2.000000e-02 -1.702842e+00 ...  1.296640e+01
   1.106207e+00 -1.206223e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.061187e+01 ...  8.506559e+00
   5.990657e+00  8.585182e+00]
 [ 9.400000e+01  9.400000e-01 -9.220880e+00 ...  8.553294e+00
   7.021954e+00  7.363121e+00]
 [ 9.500000e+01  9.500000e-01 -6.993300e+00 ...  3.499729e+00
   2.868376e+00  5.069000e+00]]"
274,"[[ 0.000000e+00  0.000000e+00  5.301058e+00 ... -2.844016e+00
  -4.108705e+00  4.504387e+00]
 [ 1.000000e+00  1.000000e-02  3.041167e+00 ... -3.692694e+00
  -5.226521e+00  4.238190e+00]
 [ 2.000000e+00  2.000000e-02  3.225220e+00 ... -3.343995e+00
  -4.150256e+00  4.557091e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -4.360768e+00 ...  1.123147e+01
   1.481212e+00 -4.765396e-01]
 [ 9.400000e+01  9.400000e-01 -5.071467e+00 ...  1.012969e+01
   1.855304e+00  2.008896e-01]
 [ 9.500000e+01  9.500000e-01 -6.652768e+00 ...  1.031673e+01
   4.812409e-01  3.982468e-01]]"
275,"[[ 0.000000e+00  0.000000e+00  9.803764e+00 ...  2.414694e+00
  -2.294133e-01 -9.307449e+00]
 [ 1.000000e+00  1.000000e-02  9.215485e+00 ...  3.999744e+00
  -2.366230e+00 -7.369469e+00]
 [ 2.000000e+00  2.000000e-02  9.114573e+00 ...  2.946086e+00
  -2.189993e+00 -3.548042e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.957567e+00 ... -5.749975e+00
  -1.790103e+00 -4.213699e+00]
 [ 9.400000e+01  9.400000e-01  3.826077e+00 ...  8.552823e-01
  -1.312294e-01 -3.677765e+00]
 [ 9.500000e+01  9.500000e-01  5.991926e+00 ...  2.437192e+00
  -2.746273e+00 -5.449928e+00]]"
276,"[[ 0.000000e+00  0.000000e+00  3.051318e+00 ...  8.330088e+00
   2.652115e+00 -2.841751e+00]
 [ 1.000000e+00  1.000000e-02  1.842218e+00 ...  6.164625e+00
   4.031729e+00 -2.591415e+00]
 [ 2.000000e+00  2.000000e-02 -7.319870e-01 ...  7.385821e+00
   1.554726e+00 -2.420227e+00]
 ...
 [ 9.300000e+01  9.300000e-01  5.495026e+00 ... -5.187642e+00
  -2.425206e+00 -2.137612e+01]
 [ 9.400000e+01  9.400000e-01  3.709230e+00 ... -4.934923e+00
  -4.222246e+00 -2.190400e+01]
 [ 9.500000e+01  9.500000e-01  7.622824e-01 ... -3.616803e+00
  -7.219882e+00 -2.149670e+01]]"
277,"[[ 0.000000e+00  0.000000e+00  1.776681e+00 ...  4.633376e+00
   6.334959e+00 -4.676285e-01]
 [ 1.000000e+00  1.000000e-02  1.584315e+00 ...  6.066749e+00
   6.677827e+00 -4.104767e-01]
 [ 2.000000e+00  2.000000e-02  1.066425e+00 ...  6.234205e+00
   3.821612e+00 -2.979507e-01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.487665e+00 ...  1.898595e+00
  -6.243408e+00  4.080597e+00]
 [ 9.400000e+01  9.400000e-01  1.636686e-01 ...  4.080088e+00
  -5.896610e+00  1.812431e+00]
 [ 9.500000e+01  9.500000e-01 -1.699017e+00 ...  5.579289e+00
  -6.211642e+00  3.083366e+00]]"
278,"[[ 0.000000e+00  0.000000e+00  2.334948e+00 ... -7.032199e+00
   2.700884e+00  9.928970e-01]
 [ 1.000000e+00  1.000000e-02  7.905140e-01 ... -4.687640e+00
   1.912329e+00  2.388290e+00]
 [ 2.000000e+00  2.000000e-02 -3.600845e-01 ... -6.509056e-01
   1.313847e+00  4.583069e+00]
 ...
 [ 9.300000e+01  9.300000e-01  3.388342e+00 ...  4.569046e+00
   2.197075e+00  9.352890e+00]
 [ 9.400000e+01  9.400000e-01  3.776627e+00 ...  5.113110e+00
   4.517691e+00  8.836449e+00]
 [ 9.500000e+01  9.500000e-01  6.121425e+00 ...  6.355408e+00
   6.373632e+00  7.937042e+00]]"
